,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7997,3,0,0
2,7995,5,0,0
3,7992,8,0,0
4,7988,12,0,0
5,7981,18,1,0
6,7970,27,3,0
7,7961,34,5,0
8,7952,40,8,0
9,7941,47,12,0
10,7924,57,19,0
11,7905,65,30,0
12,7886,75,39,0
13,7868,84,48,0
14,7845,96,59,0
15,7826,98,76,0
16,7801,104,95,0
17,7770,116,114,0
18,7745,123,132,0
19,7708,137,155,0
20,7674,152,174,0
21,7641,160,199,0
22,7607,163,230,0
23,7564,181,255,0
24,7515,193,292,0
25,7469,205,326,0
26,7420,221,359,0
27,7364,243,393,0
28,7305,259,436,0
29,7252,263,485,0
30,7194,275,531,0
31,7138,282,580,0
32,7081,283,636,0
33,7016,289,695,0
34,6945,307,748,0
35,6880,314,806,0
36,6809,329,862,0
37,6728,353,919,0
38,6652,364,984,0
39,6570,375,1055,0
40,6491,389,1120,0
41,6410,399,1191,0
42,6319,406,1272,3
43,6228,420,1348,4
44,6151,415,1430,4
45,6068,419,1509,4
46,5976,429,1590,5
47,5872,445,1678,5
48,5767,460,1768,5
49,5663,487,1845,5
50,5587,480,1928,5
51,5528,448,2019,5
52,5484,388,2123,5
53,5441,326,2228,5
54,5406,257,2332,5
55,5379,208,2408,5
56,5359,169,2467,5
57,5332,152,2511,5
58,5315,126,2554,5
59,5301,105,2589,5
60,5292,87,2616,5
61,5281,78,2636,5
62,5274,58,2663,5
63,5261,54,2680,5
64,5249,52,2694,5
65,5234,58,2703,5
66,5221,60,2714,5
67,5208,66,2721,5
68,5196,65,2734,5
69,5189,60,2746,5
70,5182,52,2761,5
71,5174,47,2774,5
72,5164,44,2787,5
73,5155,41,2799,5
74,5152,37,2806,5
75,5146,36,2813,5
76,5142,32,2821,5
77,5138,26,2831,5
78,5132,23,2840,5
79,5131,21,2843,5
80,5130,16,2849,5
81,5129,13,2853,5
82,5128,10,2857,5
83,5127,5,2863,5
84,5127,4,2864,5
85,5127,3,2865,5
86,5127,2,2866,5
87,5126,2,2867,5
88,5125,2,2868,5
89,5124,3,2868,5
90,5121,6,2868,5
91,5115,12,2868,5
92,5113,13,2869,5
93,5113,12,2870,5
94,5113,11,2871,5
95,5113,8,2874,5
96,5113,2,2880,5
97,5113,0,2882,5
